Movie	Release_date	Language	Runtime	Budget	Revenue
Made in France	October 27, 2015	 French	1h 34m		
Baskın	March 25, 2016	 Turkish	1h 37m		
A Perfect Day	January 15, 2016	 English	1h 46m		$1,702,433.00
Love at First Child	November 11, 2015	 French	1h 31m		
Mythica: The Darkspore	June 24, 2015	 English	1h 48m		
13 Minutes	January 12, 2017	 German	1h 54m		$147,315.00
Cartel Land	July  3, 2015	 English	1h 40m		
Infini	May  8, 2015	 English	1h 50m		
Vacanze ai Caraibi	December 16, 2015	 Italian			
Comment c'est Loin	December  9, 2015	 French	1h 30m	$2,023,920.00	
Racing Extinction	January 24, 2015	 English	1h 30m		
Cleveland Abduction	May  2, 2015	 English	1h 28m		
Rams	February  3, 2016	 Icelandic	1h 33m		
Taxi	September  4, 2015	 Persian	1h 22m		
Being Charlie	May  1, 2016	 English	1h 37m		$30,400.00
12 Rounds 3: Lockdown	September 11, 2015	 English	1h 30m		
The Nightmare	January 26, 2015	 English	1h 30m		$28,281.00
The Nightmare	January 26, 2015	 English	1h 30m		$28,281.00
I Am Michael	January 29, 2015	 English	1h 38m		
Amnesiac	August 14, 2015	 English	1h 30m	$3,000,000.00	
Poli opposti	October  8, 2015	 Abkhazian	1h 25m		
Truman	October 30, 2015	 Castilian	1h 48m		$9,027,600.00
L'emprise	January 14, 2015	 French	1h 38m		
Being Canadian	June 26, 2015	 English	1h 29m		
Mountains May Depart	March 10, 2016	 Chinese	2h 11m		
Naked Among Wolves	April  1, 2015	 German	1h 45m		
Spanish Affair 2	November 20, 2015	 Castilian	1h 46m	$4,500,000.00	
Bajirao Mastani	December 18, 2015	 Hindi	2h 30m	$19,500,000.00	$56,000,000.00
Bis	February 18, 2015	 French	1h 38m		
It's Now or Never	June 19, 2015	 Castilian	1h 31m		
Vai Que Cola - O Filme	October  1, 2015	 Portuguese	1h 45m		
Connasse, Princesse des cœurs	April 29, 2015	 French	1h 20m		
Smosh: The Movie	July 24, 2015	 English	1h 24m		
Game Therapy	October 22, 2015	 Italian		$2,000,000.00	
I'll See You in My Dreams	January 27, 2015	 English	1h 32m		$7,449,681.00
The Eichmann Show	January 20, 2015	 English	1h 30m		
Meru	January 25, 2015	 English	1h 29m		$2,334,228.00
Power/Rangers	February 24, 2015	 English	0h 14m		
Power/Rangers	February 24, 2015	 English	0h 14m		
Batman Unlimited: Animal Instincts	May 12, 2015	 English	1h 18m		
Accidental Love	February 10, 2015	 English	1h 40m	$26,000,000.00	
Parallels	March  1, 2015	 English	1h 23m		
Nightingale	May 29, 2015	 English	1h 23m		
The Clan	October 24, 2015	 Castilian	1h 49m	$3,500,000.00	$20,381,995.00
Bloodsucking Bastards	September  4, 2015	 English	1h 24m		
Hell House LLC	October 16, 2015	 English	1h 33m		
Navy Seals vs. Zombies	October  8, 2015	 English	1h 37m		
Dreamgirls	February 19, 2015	 German	1h 49m		
The Girl King	September  4, 2015	 English	1h 46m		
10,000 Saints	August 14, 2015	 English	1h 53m		
American Hero	December 11, 2015	 English	1h 26m		
Admiral	March 11, 2016	 Flemish	2h 8m	$10,000,000.00	
Hyena Road	March 11, 2016	 English	2h 0m		
Il professor Cenerentolo	December  7, 2015	 Italian	1h 32m		
Terminus	January 22, 2016	 English	1h 34m		
#Horror	November 20, 2015	 German	1h 30m	$1,500,000.00	
Jenny's Wedding	July 31, 2015	 English	1h 34m		
Doctor Who: The Husbands of River Song	December 25, 2015	 English	1h 0m		
An Italian Name	January 22, 2015	 Italian	1h 34m		
An Italian Name	January 22, 2015	 Italian	1h 34m		
Woodlawn	October 16, 2015	 English	2h 3m	$12,000,000.00	$14,394,097.00
Hitchcock/Truffaut	September  4, 2015	 English	1h 21m		$302,459.00
Twinsters	July 17, 2015	 English	1h 30m		
Uncanny	January 31, 2015	 English	1h 31m		
A Perfect Man	March 18, 2015	 French	1h 43m		
Waffle Street	September 24, 2015	 English	1h 26m		
"The Death of ""Superman Lives"": What Happened?"	May  1, 2015	 English	1h 45m		
Winter on Fire: Ukraine's Fight for Freedom	September  4, 2015	 Ukrainian	1h 38m		
Chi-Raq	December  4, 2015	 English	2h 7m		
Psycho-Pass: The Movie	March 15, 2016	 Japanese	1h 53m		
Robin des Bois, la véritable histoire	April 15, 2015	 French	1h 27m		
The Man with the Iron Fists 2	April 14, 2015	 English	1h 30m		
Men & Chicken	October  9, 2015	 Danish	1h 44m		
The Lion Guard: Return of the Roar	November 22, 2015	 English	0h 44m		
Natale col boss	December 16, 2015	 Italian			
Prem Ratan Dhan Payo	November 13, 2015	 Hindi	2h 54m	$23,400,000.00	$67,000,000.00
Russell Madness	February 21, 2015	 English	1h 32m		
Yakuza Apocalypse	September 10, 2015	 Japanese	1h 55m		$12,756.00
Bad Hair Day	February 13, 2015	 English	1h 30m		
Seashore	June 21, 2015	 Portuguese	1h 23m		
Seashore	June 21, 2015	 Portuguese	1h 23m		
Re-Kill	October 16, 2015	 English	1h 27m	$9,500,000.00	
1944	February 20, 2015	 Estonian	1h 40m	$2,000,000.00	
Evolution	September 14, 2015	 French	1h 21m		
People, Places, Things	August 14, 2015	 English	1h 25m		
Merry Kissmas	December  5, 2015	 English	1h 29m		
What We Become	September 29, 2015	 Danish	1h 25m		
James White	January 23, 2015	 English	1h 25m		
Tutte lo vogliono	September 17, 2015	 Italian	1h 40m		
Requiem for the American Dream	April 18, 2015	 English	1h 13m		$44,695.00
3 Türken und ein Baby	January 22, 2015	 German			
A Christmas Detour	December  1, 2015	 English	1h 24m		
Tag	July 11, 2015	 Japanese	1h 25m		
My Golden Days	October 17, 2015	 French	2h 3m		$269,144.00
The Legend of Barney Thomson	March 11, 2016	 English	1h 36m		
Life on the Line	November  5, 2015	 English	1h 37m		
After the Ball	February 27, 2015	 English	1h 41m		$161,820.00
Me, Myself and Her	October  1, 2015	 Italian	1h 42m		
Hellions	January 25, 2015	 English	1h 20m		
Most Likely to Die	August 30, 2015	 English	1h 21m		
Matrimonio al Sud	November 12, 2015	 Italian			
Matrimonio al Sud	November 12, 2015	 Italian			
Manifesto	May 10, 2017	 English	1h 38m	$10,000.00	
Veteran	August  5, 2015	 Korean	2h 4m		$1,200,627.00
Barbie in Rock 'N Royals	September  8, 2015	 English	1h 24m		
The Ardennes	October 18, 2015	 Flemish	1h 33m	$2,200,000.00	
Dior and I	April 10, 2015	 French	1h 30m		
Harbinger Down	August  7, 2015	 English	1h 22m		
Andron	June  3, 2016	 English	1h 40m		
A Good American	September 23, 2015	 English	1h 40m		
13 Cameras	August 30, 2015	 English	1h 27m		
Lost in the Sun	November  5, 2015	 English	1h 35m	$25,000.00	$25,000.00
Kantemir	August 18, 2015	 English	1h 24m		
Bessie	May 16, 2015	 English	1h 47m		
Best of Enemies	July 31, 2015	 English	1h 27m	$1,000,000.00	
Meiji Tokyo Renka: Yumihari no Serenade	July 18, 2015	 Japanese			
X-Rated: The Greatest Adult Movies of All-Time	February  6, 2015	 English	1h 34m		
My Big Night	October 23, 2015	 Castilian	1h 40m	$4,000,000.00	
Digging for Fire	August 21, 2015	 English	1h 23m		
Queen of Earth	August 26, 2015	 English	1h 30m		
Contracted: Phase II	July  5, 2015	 English	1h 18m		
Louis C.K.: Live at The Comedy Store	January 27, 2015	 English	1h 5m		
Louis C.K.: Live at The Comedy Store	January 27, 2015	 English	1h 5m		
I Smile Back	January 25, 2015	 English	1h 25m		
Brothers of the Wind	December 24, 2015	 English	1h 38m		
He Named Me Malala	October  2, 2015	 English	1h 27m		$2,642,899.00
Virgin Mountain	March 20, 2015	 Icelandic	1h 30m		
Daft Punk Unchained	June 24, 2015	 English	1h 25m		
The Hunting Ground	February 27, 2015	 English	1h 43m		$411,115.00
The Stranger	September 19, 2014	 English	1h 33m		
Mojave	April 18, 2015	 English	1h 33m		
Asthma	October 23, 2015	 English	1h 30m		
Frankenstein vs. The Mummy	February 10, 2015	 English	1h 30m		
The Boy	August 14, 2015	 English	1h 45m		
The New Kid	December 23, 2015	 French	1h 21m		
The Fear of 13	October 15, 2015	 English	1h 32m		
Courted	April 17, 2016	 French	1h 38m		
Loucas pra Casar	January  8, 2015	 Portuguese	1h 30m	$3,000,000.00	
Scared Topless	October  1, 2015	 English	1h 20m		
The Marine 4: Moving Target	April 10, 2015	 English	1h 30m	$1,950,000.00	
Tanna	May  4, 2016	 English	1h 40m		
Getaway of Love	August 28, 2015	 Italian	1h 30m		
The Bad Education Movie	August 21, 2015	 English	1h 30m		
The Bad Education Movie	August 21, 2015	 English	1h 30m		
The Hoarder	May 21, 2015	 English	1h 26m		
Dil Dhadakne Do	June  5, 2015	 Hindi	2h 50m	$13,000,000.00	$22,000,000.00
Meu Passado Me Condena 2	July  2, 2015	 Portuguese			
Monkey King: Hero Is Back	July 10, 2015	 Chinese	1h 29m	$10,000,000.00	$150,000,000.00
The Harvesting	January  3, 2015	 English			
Stung	July  3, 2015	 English	1h 27m	$2,500,000.00	
Tiger Woman	November 12, 2015	 Thai	1h 20m		
Hungry Hearts	June  5, 2015	 English	1h 49m		$6,921.00
Monk Comes Down the Mountain	July  3, 2015	 Chinese	1h 53m		
Avengers Grimm	March 17, 2015	 English	1h 30m		
French Cuisine	December 30, 2015	 French	1h 21m		
Monkey Kingdom	April 17, 2015	 English	1h 21m		$16,661,077.00
Meadowland	April 17, 2015	 English	1h 45m		
LEGO DC Comics Super Heroes: Justice League vs. Bizarro League	February 10, 2015	 English	0h 48m		
Macadam Stories	May 17, 2015	 French	1h 40m		
Old 37	March 21, 2015	 English	1h 24m		
Nina Forever	March 14, 2015	 English	1h 38m		
Much Loved	September 16, 2015	 French	1h 48m		
The Treacherous	May 21, 2015	 Korean	2h 13m		
Captain America: Civil War	April 12, 2016	 English	2h 27m	$240,000,000.00	$1,153,304,495.00
Fantastic Beasts and Where to Find Them	November 10, 2016	 English	2h 13m	$180,000,000.00	$809,342,332.00
Now You See Me 2	June 10, 2016	 English	2h 9m	$90,000,000.00	$334,901,337.00
X-Men: Apocalypse	May 27, 2016	 English	2h 24m	$178,000,000.00	$543,934,787.00
Zootopia	March  4, 2016	 English	1h 49m	$150,000,000.00	$1,023,784,195.00
Doctor Strange	November  4, 2016	 English	1h 55m	$166,000,000.00	$677,718,395.00
Batman v Superman: Dawn of Justice	March 20, 2016	 English	2h 31m	$250,000,000.00	$873,260,194.00
Deadpool	February 12, 2016	 English	1h 48m	$58,000,000.00	$783,100,000.00
Hacksaw Ridge	November  4, 2016	 English	2h 20m	$40,000,000.00	$175,302,354.00
Your Name.	July  3, 2016	 Japanese	1h 46m		$355,398,372.00
Arrival	September  2, 2016	 English	1h 56m	$47,000,000.00	$203,388,186.00
Hidden Figures	December 10, 2016	 English	2h 7m	$25,000,000.00	$230,698,791.00
Lion	September 30, 2016	 English	1h 58m	$12,000,000.00	$140,302,754.00
Hart Beat	October 12, 2016	 Flemish	1h 26m		
Rogue One: A Star Wars Story	December 10, 2016	 English	2h 13m	$200,000,000.00	$1,056,057,273.00
Sing	December 21, 2016	 English	1h 48m	$75,000,000.00	$632,443,719.00
The Purge: Election Year	July  1, 2016	 English	1h 45m	$10,000,000.00	$118,587,880.00
Kubo and the Two Strings	August 19, 2016	 English	1h 42m	$60,000,000.00	$69,929,545.00
La La Land	September  2, 2016	 English	2h 9m	$30,000,000.00	$445,435,700.00
Alice Through the Looking Glass	May 27, 2016	 English	1h 53m	$170,000,000.00	$299,370,084.00
Warcraft	June 10, 2016	 English	2h 3m	$160,000,000.00	$433,677,183.00
Warcraft	June 10, 2016	 English	2h 3m	$160,000,000.00	$433,677,183.00
Sully	September  2, 2016	 English	1h 36m	$60,000,000.00	$238,470,033.00
Finding Dory	June  8, 2016	 English	1h 37m	$200,000,000.00	$1,028,570,889.00
Jason Bourne	July 29, 2016	 English	2h 3m	$120,000,000.00	$415,484,914.00
Suicide Squad	August  1, 2016	 English	2h 4m	$176,000,000.00	$745,600,054.00
Ice Age: Collision Course	July 22, 2016	 English	1h 40m	$105,000,000.00	$408,579,038.00
Underworld: Blood Wars	January  6, 2017	 English	1h 31m	$35,000,000.00	$81,093,313.00
Allegiant	March 18, 2016	 English	2h 1m	$110,000,000.00	$179,246,868.00
Jack Reacher: Never Go Back	October 21, 2016	 English	1h 58m	$60,000,000.00	$162,146,076.00
Ghostbusters	July 15, 2016	 English	1h 56m	$144,000,000.00	$229,147,509.00
10 Cloverfield Lane	March  8, 2016	 English	1h 44m	$15,000,000.00	$108,286,421.00
The Accountant	October 10, 2016	 English	2h 8m	$44,000,000.00	$155,160,045.00
The Great Wall	February 17, 2017	 English	1h 43m	$150,000,000.00	$331,957,105.00
The Jungle Book	April  4, 2016	 English	1h 46m	$175,000,000.00	$966,550,600.00
Boyka: Undisputed IV	September 22, 2016	 English	1h 27m		
Moonlight	September  2, 2016	 English	1h 51m	$4,000,000.00	$65,046,687.00
The Handmaiden	September 22, 2016	 Korean	2h 25m	$8,575,000.00	$1,983,204.00
Inferno	October 28, 2016	 English	2h 1m	$75,000,000.00	$220,021,259.00
Me Before You	June  3, 2016	 English	1h 50m	$20,000,000.00	$207,945,075.00
Sausage Party	March 14, 2016	 English	1h 29m	$19,000,000.00	$140,705,322.00
The Huntsman: Winter's War	April 22, 2016	 English	1h 54m	$115,000,000.00	$164,602,163.00
The Huntsman: Winter's War	April 22, 2016	 English	1h 54m	$115,000,000.00	$164,602,163.00
The Legend of Tarzan	June 27, 2016	 English	1h 49m	$180,000,000.00	$356,743,061.00
The Conjuring 2	June 10, 2016	 English	2h 14m	$40,000,000.00	$320,170,008.00
Deepwater Horizon	September 30, 2016	 English	1h 47m	$110,000,000.00	$121,790,373.00
Nocturnal Animals	November 11, 2016	 English	1h 56m	$22,500,000.00	$29,252,978.00
Sister's Younger Husband	October 11, 2016	 Korean	1h 15m		
Miss Peregrine's Home for Peculiar Children	September 25, 2016	 English	2h 7m	$110,000,000.00	$296,485,719.00
Star Trek Beyond	July 22, 2016	 English	2h 2m	$185,000,000.00	$343,471,816.00
Bad Moms	July 29, 2016	 English	1h 40m	$20,000,000.00	$183,936,074.00
The Invisible Guest	September 22, 2016	 Castilian	1h 46m	$4,000,000.00	$30,000,000.00
The Girl on the Train	October  4, 2016	 English	1h 52m	$45,000,000.00	$173,185,859.00
The Nice Guys	May 20, 2016	 English	1h 56m	$50,000,000.00	$62,788,218.00
A Monster Calls	December 23, 2016	 English	1h 48m	$43,000,000.00	$47,309,313.00
The Angry Birds Movie	May 20, 2016	 English	1h 37m	$73,000,000.00	$349,779,543.00
Trolls	November  4, 2016	 English	1h 32m	$125,000,000.00	$346,864,462.00
Manchester by the Sea	January 23, 2016	 English	2h 15m	$9,000,000.00	$75,026,965.00
The Magnificent Seven	September 23, 2016	 English	2h 12m	$90,000,000.00	$162,360,636.00
The Witch	January 23, 2015	 English	1h 32m	$3,500,000.00	$40,423,945.00
Brimstone	March 10, 2017	 English	2h 28m		
Passengers	December 14, 2016	 English	1h 56m	$110,000,000.00	$303,144,152.00
Assassin's Creed	December 21, 2016	 English	1h 55m	$125,000,000.00	$240,697,856.00
Assassin's Creed	December 21, 2016	 English	1h 55m	$125,000,000.00	$240,697,856.00
Neighbors 2: Sorority Rising	May 20, 2016	 English	1h 31m	$35,000,000.00	$108,758,521.00
Nerve	July 27, 2016	 English	1h 36m	$19,000,000.00	$85,241,496.00
Central Intelligence	June 17, 2016	 English	1h 47m	$50,000,000.00	$216,972,543.00
Criminal	April 15, 2016	 English	1h 53m	$31,500,000.00	$14,708,696.00
Train to Busan	May 13, 2016	 Korean	1h 58m	$8,820,000.00	$87,547,518.00
Hell or High Water	August 12, 2016	 English	1h 42m	$12,000,000.00	$37,589,296.00
Captain Fantastic	January 23, 2016	 English	1h 59m	$5,000,000.00	$5,879,736.00
The Man Who Knew Infinity	April 29, 2016	 English	1h 48m		$11,472,454.00
Teenage Mutant Ninja Turtles: Out of the Shadows	June  3, 2016	 English	1h 52m	$135,000,000.00	$245,623,848.00
Allied	November 23, 2016	 English	2h 4m	$85,000,000.00	$119,520,023.00
Independence Day: Resurgence	June 24, 2016	 English	2h 0m	$165,000,000.00	$389,681,935.00
Mechanic: Resurrection	August 26, 2016	 English	1h 39m	$40,000,000.00	$125,729,635.00
Precious Cargo	April 22, 2016	 English	1h 39m	$10,500,000.00	$100,659.00
The Mountain II	November  4, 2016	 Turkish	2h 15m		
Blair Witch	July 22, 2016	 English	1h 30m	$5,000,000.00	$45,172,994.00
Colonia	April 15, 2016	 English	1h 50m	$14,000,000.00	$3,621,046.00
Collateral Beauty	December 16, 2016	 English	1h 37m	$36,000,000.00	$87,416,021.00
Raw	September 25, 2016	 French	1h 39m	$3,500,000.00	$4,100,000.00
Triple 9	February 16, 2016	 English	1h 55m	$20,000,000.00	$12,639,297.00
Kung Fu Panda 3	January 29, 2016	 English	1h 35m	$145,000,000.00	$521,170,825.00
Kung Fu Panda 3	January 29, 2016	 English	1h 35m	$145,000,000.00	$521,170,825.00
American Pastoral	October 21, 2016	 English	1h 48m		
The Eagle Huntress	January 24, 2016	 English	1h 27m		$3,162,153.00
A Silent Voice	October 20, 2017	 Japanese	2h 10m		$310,407.00
Colossal	September 29, 2016	 English	1h 49m		$3,029,287.00
13 Hours: The Secret Soldiers of Benghazi	January 15, 2016	 English	2h 24m	$50,000,000.00	$69,411,370.00
Why Him?	December 23, 2016	 English	1h 51m	$38,000,000.00	$118,034,273.00
Hunt for the Wilderpeople	January 22, 2016	 English	1h 41m	$2,500,000.00	$23,200,000.00
The Founder	December  7, 2016	 English	1h 55m	$25,000,000.00	$23,964,782.00
The Shallows	June 24, 2016	 English	1h 26m	$17,000,000.00	$119,100,758.00
Silence	December 23, 2016	 English	2h 41m	$46,000,000.00	$23,737,523.00
I, Daniel Blake	April 15, 2017	 English	1h 40m		$260,354.00
Fences	December 16, 2016	 English	2h 19m	$24,000,000.00	$64,414,761.00
Hacker	December  2, 2016	 English	1h 35m	$2,000,000.00	
Money Monster	May 13, 2016	 English	1h 38m	$27,000,000.00	$93,282,604.00
War Dogs	August 19, 2016	 English	1h 54m	$40,000,000.00	$86,234,523.00
Pride and Prejudice and Zombies	January 21, 2016	 English	1h 48m	$28,000,000.00	$16,374,328.00
The Edge of Seventeen	November 18, 2016	 English	1h 44m	$9,000,000.00	$18,803,648.00
Monster Trucks	January 13, 2017	 English	1h 45m	$125,000,000.00	$64,493,915.00
Swiss Army Man	January 22, 2016	 English	1h 37m	$3,000,000.00	$4,210,454.00
Pete's Dragon	August  8, 2016	 English	1h 43m	$65,000,000.00	$143,695,338.00
Pete's Dragon	August  8, 2016	 English	1h 43m	$65,000,000.00	$143,695,338.00
The Autopsy of Jane Doe	September 23, 2016	 English	1h 26m		$5,972,942.00
American Honey	September 23, 2016	 English	2h 42m		$1,818,075.00
A Hologram for the King	April 20, 2016	 English	1h 37m	$30,000,000.00	$4,212,494.00
The Void	September 22, 2016	 English	1h 30m		$151,042.00
Don't Breathe	March 12, 2016	 English	1h 28m	$9,900,000.00	$159,047,649.00
Skiptrace	September  2, 2016	 English	1h 47m	$32,000,000.00	$58,500,000.00
Better Watch Out	September 22, 2016	 English	1h 29m		
20th Century Women	October  8, 2016	 English	1h 59m	$7,000,000.00	$5,664,764.00
Patriots Day	November 17, 2016	 English	2h 13m	$45,000,000.00	$50,548,152.00
Two Is a Family	December  7, 2016	 French	1h 58m		$1,447,740.00
Crouching Tiger, Hidden Dragon: Sword of Destiny	February 26, 2016	 English	1h 43m	$20,000,000.00	
London Has Fallen	March  4, 2016	 English	1h 39m	$60,000,000.00	$205,754,447.00
Norm of the North	January 15, 2016	 English	1h 26m	$18,000,000.00	$17,062,499.00
Ballerina	November  4, 2016	 English	1h 29m	$30,000,000.00	$2,351,359.00
Rules Don't Apply	November 10, 2016	 English	2h 7m	$25,000,000.00	$3,885,342.00
The Finest Hours	January 29, 2016	 English	1h 54m	$80,000,000.00	$52,099,090.00
The Limehouse Golem	September  8, 2017	 English	1h 49m		$2,225,698.00
Flight Crew	June 25, 2018	 Russian	2h 18m	$10,000,000.00	$27,305,571.00
Christine	January 23, 2016	 English	2h 3m		
Realive	August 28, 2016	 Castilian	1h 52m	$10,000,000.00	
Realive	August 28, 2016	 Castilian	1h 52m	$10,000,000.00	
Boo! A Madea Halloween	October 21, 2016	 English	1h 43m	$20,000,000.00	$74,827,344.00
Miss Sloane	November 11, 2016	 English	2h 12m	$13,000,000.00	$9,101,546.00
The BFG	July  1, 2016	 English	2h 0m	$140,000,000.00	$183,345,589.00
The Neon Demon	June 14, 2016	 English	1h 58m	$7,000,000.00	$1,333,124.00
Snowden	September 16, 2016	 English	2h 14m	$40,000,000.00	$37,279,439.00
Green Room	September 25, 2015	 English	1h 35m	$5,000,000.00	$3,220,371.00
A United Kingdom	February 10, 2017	 English	1h 51m	$14,000,000.00	$13,819,139.00
Ben-Hur	August 19, 2016	 English	2h 5m	$100,000,000.00	$94,061,311.00
The Birth of a Nation	January 25, 2016	 English	2h 0m	$8,500,000.00	$15,861,566.00
The Promise	November  5, 2016	 English	2h 10m		
The 5th Wave	January 15, 2016	 English	1h 52m	$38,000,000.00	$109,906,372.00
Bridget Jones's Baby	September 16, 2016	 English	2h 3m	$35,000,000.00	$211,952,420.00
For the Love of Spock	April 16, 2016	 English	1h 45m		
It's Only the End of the World	May 19, 2016	 French	1h 36m	$10,000,000.00	
